4096	80000024	08987487ff0fea26
8192	8000001c	f30b6b6b12a6d632
12288	80000020	87b3c43432d1c1c0
16384	80000024	6cfee316cbcf4d08
20480	8000001c	151251c5162c4f2d
24576	80000020	84ff793d7582aa10
28672	80000024	3f4acc6ce4436940
32768	8000001c	83c32aec9da1cb01
36864	80000020	9c23e55b8f0bab5f
40960	80000024	2cc12a65bb10ebf4
45056	8000001c	584eef7321f59472
49152	80000020	c12cba9252b4f07c
53248	80000024	3c42d5fb5f981fd3
57344	8000001c	727d93e1ca19190a
61440	80000020	3ce3b136407886a7
65536	80000024	9a4485b058b360a0
69632	8000001c	15f484bdcd63091f
73728	80000020	dbeaa04aac467f02
77824	80000024	3fa3c220eac22372
81920	8000001c	cd4305fb8186bb8f
86016	80000020	5f6ae748785fab3f
90112	80000024	faadce685489dc4d
94208	8000001c	f0de8de05e65684d
98304	80000020	b703f66e06bfbbdc
102400	80000024	9cdb347c261c724e
106496	8000001c	80f9adfd93a7084a
110592	80000020	75eabf7ac33a8727
114688	80000024	c0c2867ab789a3ac
118784	8000001c	14b27b44bf7cff5c
122880	80000020	583691833cef133a
126976	80000024	9ee2ca11cce6d607
131072	8000001c	bebbd3ea9e78ac62
135168	80000020	dd647499525b48e5
139264	80000024	5edba90440724b7e
143360	8000001c	8d57b5436136a50b
147456	80000020	b8c84c346d6e64c8
151552	80000024	b0e32f9ce942201c
155648	8000001c	28a4db8938342771
159744	80000020	0f831b1057b58fe7
163840	80000024	9bf0a9f9961337a0
167936	8000001c	f924b98e2dbbf6ce
172032	80000020	1516c9901ef6f6d0
176128	80000024	cb2d1a3f689b9e18
180224	8000001c	2a36778bae37b4b6
184320	8003e1f0	113e22688d370b68
188416	80040cc8	a5f3e75e23fba46b
192512	80049230	393f49ff457ff19d
196608	800004b8	d0a53da2a56b84c7
200704	800497d0	880426ff6cf06bae
204800	8000f9e4	d81e78eea0c52a05
208896	80049718	7c41bacb7462d46b
212992	800497fc	ff573709f4e2e09d
217088	8000f9dc	9d221dbd1998ed4a
221184	800497d8	201eae9569aa709d
225280	8004973c	eea7fac9a26b4acd
229376	8000f9d4	a07b8886caac8879
233472	8004caa4	4c260b6bb0151979
237568	80049734	7480b4a2290edaf4
241664	800497e4	8d762ea53443f924
245760	80049724	fd873b9b52c71d08
249856	8004ebb0	8bbf79e259c838b0
253952	8000fa3c	5ff265e0cec686eb
258048	8000f9e8	8ff56b097bc6a499
262144	80049398	82c11ac1a626a75b
266240	80049800	8b727e3aa0e2badd
270336	80049714	ae6aa153594af40f
274432	80049730	ff95487c3f6b8707
278528	80049770	1572ddabab993a8b
282624	80049814	05338c3ba1e9e26d
286720	8000f9ec	021812ddaddda721
290816	8000f9dc	1fd96a978b9b4b41
294912	800497fc	8f70c0540cd396d1
299008	80049740	42e3f43e1a703711
303104	80049734	e8badb4b4b3bf0a6
307200	8000f9d0	49c0218cff8f8c9f
311296	800497f4	278823e99fa05f90
315392	80049758	a33c581a2f57d265
319488	8000f9dc	b31c7bc52295771f
323584	80049730	8df4c27a04efaa5b
327680	80049734	61f69692105f390c
331776	8000f9d8	4069ec1c29c01d7d
335872	80049720	cf77c18007663312
339968	80049724	8e32f161e775f173
344064	80049814	ae0bfbd612b20586
348160	80049748	4d852a39a5d78a5e
352256	8004972c	af8734fe8b7ce7b2
356352	8004973c	187a972b66d3cc5c
360448	80049724	8a9117d43a5c6a39
364544	800497d4	ad27c916771deb10
368640	8004972c	cb5bb1e1cf67f739
