1000	5275923	0	2	1	0	5	0	0	0	0	0	0	0	0	0	0	addi x2,x1,5
1001	3248659	2	4	3	0	3	0	0	0	0	0	0	0	0	0	0	slli x4,x3,3
1002	4293042963	3	6	5	0	4294967294	0	0	0	0	0	0	0	0	0	0	slti x6,x5,-2
1003	7582739	4	8	7	0	7	0	0	0	0	0	0	0	0	0	0	sltiu x8,x7,7
1004	16041235	5	10	9	0	15	0	0	0	0	0	0	0	0	0	0	xori x10,x9,15
1005	1431059	6	12	11	0	1	0	0	0	0	0	0	0	0	0	0	srli x12,x11,1
1006	1076287251	7	14	13	0	2	0	0	0	0	0	0	0	0	0	0	srai x14,x13,2
1007	3663891	8	16	15	0	3	0	0	0	0	0	0	0	0	0	0	ori x16,x15,3
1008	6879507	9	18	17	0	6	0	0	0	0	0	0	0	0	0	0	andi x18,x17,6
1009	2130355	0	3	1	2	0	0	0	0	0	0	0	0	0	0	0	add x3,x1,x2
1010	1075872179	1	3	1	2	0	0	0	0	0	0	0	0	0	0	0	sub x3,x1,x2
1011	2134451	2	3	1	2	0	0	0	0	0	0	0	0	0	0	0	sll x3,x1,x2
1012	2138547	3	3	1	2	0	0	0	0	0	0	0	0	0	0	0	slt x3,x1,x2
1013	2142643	4	3	1	2	0	0	0	0	0	0	0	0	0	0	0	sltu x3,x1,x2
1014	2146739	5	3	1	2	0	0	0	0	0	0	0	0	0	0	0	xor x3,x1,x2
1015	2150835	6	3	1	2	0	0	0	0	0	0	0	0	0	0	0	srl x3,x1,x2
1016	1075892659	7	3	1	2	0	0	0	0	0	0	0	0	0	0	0	sra x3,x1,x2
1017	2154931	8	3	1	2	0	0	0	0	0	0	0	0	0	0	0	or x3,x1,x2
1018	2159027	9	3	1	2	0	0	0	0	0	0	0	0	0	0	0	and x3,x1,x2
1019	35684787	10	3	1	2	0	0	0	0	1	1	0	0	0	0	0	mul
1020	35688883	11	3	1	2	0	0	0	0	1	1	1	0	0	0	0	mulh
1021	35692979	12	3	1	2	0	0	0	0	1	0	1	0	0	0	0	mulhsu
1022	35697075	13	3	1	2	0	0	0	0	0	0	1	0	0	0	0	mulhu
1023	35701171	14	3	1	2	0	0	0	0	0	0	0	1	0	0	0	div
1024	35705267	15	3	1	2	0	0	0	0	0	0	0	0	0	0	0	divu
1025	35709363	16	3	1	2	0	0	0	0	0	0	0	1	0	0	0	rem
1026	35713459	17	3	1	2	0	0	0	0	0	0	0	0	0	0	0	remu
1027	4358915	18	6	5	0	4	0	255	1	0	0	0	0	0	0	0	lb
1028	4363011	18	6	5	0	4	0	65535	1	0	0	0	0	0	0	0	lh
1029	4367107	18	6	5	0	4	0	4294967295	0	0	0	0	0	0	0	0	lw
1030	4375299	18	6	5	0	4	0	255	0	0	0	0	0	0	0	0	lbu
1031	4379395	18	6	5	0	4	0	65535	0	0	0	0	0	0	0	0	lhu
1032	2130979	19	0	1	2	8	0	255	0	0	0	0	0	0	0	0	sb
1033	4263550499	19	0	1	2	4294967292	0	65535	0	0	0	0	0	0	0	0	sh
1034	2139683	19	0	1	2	12	0	4294967295	0	0	0	0	0	0	0	0	sw
1035	2132067	20	0	1	2	0	4156	0	0	0	0	0	0	0	0	0	beq +16
1036	4263550179	21	0	1	2	0	4136	0	0	0	0	0	0	0	1	0	bne -8
1037	2146915	22	0	1	2	0	4152	0	0	0	0	0	0	1	0	0	blt +4
1038	2153059	23	0	1	2	0	4172	0	0	0	0	0	0	1	1	0	bge +20
1039	4263569635	24	0	1	2	0	4140	0	0	0	0	0	0	2	0	0	bltu -16
1040	2161763	25	0	1	2	0	4184	0	0	0	0	0	0	2	1	0	bgeu +24
1041	33555183	26	5	0	0	0	4196	0	0	0	0	0	0	0	0	0	jal x5,+32
1042	4291003239	27	6	7	0	4294967292	0	0	0	0	0	0	0	0	0	0	jalr x6,x7,-4
1043	2882397367	0	9	0	0	2882396160	0	0	0	0	0	0	0	0	0	0	lui x9,0xABCDE
1044	5399	0	10	0	0	8272	0	0	0	0	0	0	0	0	0	0	auipc x10,1 (imm resolved at emit: pc+4096)
1045	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	fence
1046	115	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ecall
1047	1048691	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ebreak
1048	805343987	30	5	1	0	0	0	0	0	0	0	0	0	0	0	0	csrrw x5,mstatus,x1
1049	127	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	opcode 0x7F reserved -> illegal
1050	2138723	31	0	1	2	0	4204	0	0	0	0	0	0	0	0	0	branch funct3=2 reserved -> illegal (tgt still computed, inert)
1051	2134371	21	0	1	2	0	4206	0	0	0	0	0	0	0	1	1	bne +2 (misaligned target -- tgt_mis regression case)
1052	2097647	26	3	0	0	0	4210	0	0	0	0	0	0	0	0	1	jal x3,+2 (misaligned target -- tgt_mis regression case)
1053	805356275	31	5	1	0	0	0	0	0	0	0	0	0	0	0	0	system funct3=4 reserved by Zicsr -> illegal, not CSR
