id	name
0	MT_PLAYER
1	MT_POSSESSED
2	MT_SHOTGUY
3	MT_VILE
4	MT_FIRE
5	MT_UNDEAD
6	MT_TRACER
7	MT_SMOKE
8	MT_FATSO
9	MT_FATSHOT
10	MT_CHAINGUY
11	MT_TROOP
12	MT_SERGEANT
13	MT_SHADOWS
14	MT_HEAD
15	MT_BRUISER
16	MT_BRUISERSHOT
17	MT_KNIGHT
18	MT_SKULL
19	MT_SPIDER
20	MT_BABY
21	MT_CYBORG
22	MT_PAIN
23	MT_WOLFSS
24	MT_KEEN
25	MT_BOSSBRAIN
26	MT_BOSSSPIT
27	MT_BOSSTARGET
28	MT_SPAWNSHOT
29	MT_SPAWNFIRE
30	MT_BARREL
31	MT_TROOPSHOT
32	MT_HEADSHOT
33	MT_ROCKET
34	MT_PLASMA
35	MT_BFG
36	MT_ARACHPLAZ
37	MT_PUFF
38	MT_BLOOD
39	MT_TFOG
40	MT_IFOG
41	MT_TELEPORTMAN
42	MT_EXTRABFG
43	MT_MISC0
44	MT_MISC1
45	MT_MISC2
46	MT_MISC3
47	MT_MISC4
48	MT_MISC5
49	MT_MISC6
50	MT_MISC7
51	MT_MISC8
52	MT_MISC9
53	MT_MISC10
54	MT_MISC11
55	MT_MISC12
56	MT_INV
57	MT_MISC13
58	MT_INS
59	MT_MISC14
60	MT_MISC15
61	MT_MISC16
62	MT_MEGA
63	MT_CLIP
64	MT_MISC17
65	MT_MISC18
66	MT_MISC19
67	MT_MISC20
68	MT_MISC21
69	MT_MISC22
70	MT_MISC23
71	MT_MISC24
72	MT_MISC25
73	MT_CHAINGUN
74	MT_MISC26
75	MT_MISC27
76	MT_MISC28
77	MT_SHOTGUN
78	MT_SUPERSHOTGUN
79	MT_MISC29
80	MT_MISC30
81	MT_MISC31
82	MT_MISC32
83	MT_MISC33
84	MT_MISC34
85	MT_MISC35
86	MT_MISC36
87	MT_MISC37
88	MT_MISC38
89	MT_MISC39
90	MT_MISC40
91	MT_MISC41
92	MT_MISC42
93	MT_MISC43
94	MT_MISC44
95	MT_MISC45
96	MT_MISC46
97	MT_MISC47
98	MT_MISC48
99	MT_MISC49
100	MT_MISC50
101	MT_MISC51
102	MT_MISC52
103	MT_MISC53
104	MT_MISC54
105	MT_MISC55
106	MT_MISC56
107	MT_MISC57
108	MT_MISC58
109	MT_MISC59
110	MT_MISC60
111	MT_MISC61
112	MT_MISC62
113	MT_MISC63
114	MT_MISC64
115	MT_MISC65
116	MT_MISC66
117	MT_MISC67
118	MT_MISC68
119	MT_MISC69
120	MT_MISC70
121	MT_MISC71
122	MT_MISC72
123	MT_MISC73
124	MT_MISC74
125	MT_MISC75
126	MT_MISC76
127	MT_MISC77
128	MT_MISC78
129	MT_MISC79
130	MT_MISC80
131	MT_MISC81
132	MT_MISC82
133	MT_MISC83
134	MT_MISC84
135	MT_MISC85
136	MT_MISC86
